	Time (Minutes)	Hot Plate Flux	Temp at Node 1 [C]	Temp at Node 2 [C]	Temp at Node 3 [C]	Temp at Node 4 [C]	Temp at Node 5 [C]	Temp at Node 6 [C]	Temp at Node 7 [C]	Temp at Node 8 [C]	Temp at Node 9 [C]	Temp at Node 10 [C]	Temp at Node 11 [C]	Temp at Node 12 [C]	Temp at Node 13 [C]	Temp at Node 14 [C]	Temp at Node 15 [C]	Temp at Node 16 [C]	Temp at Node 17 [C]	Temp at Node 18 [C]	Temp at Node 19 [C]	Temp at Node 20 [C]	Temp at Node 21 [C]
14.0 [s]	0.23333333333333334	4.897340256228244	35.00176563126547	34.978294480646184	34.95713697234402	34.93302438596004	34.91432622232418	34.89070988196096	34.875160421567614	34.85320940845884	34.841314483803046	34.822165642546054	34.81424053232496	34.79893271317735	34.79510625759775	34.78451675038582	34.784744848788534	34.7795324039389	34.78361860749868	34.78417718757032	34.79179782537375	34.798224652092586	34.80895591256956
15.0 [s]	0.25	4.246143671065627	35.000131287048646	34.985362819333034	34.95576232973144	34.95132025929979	34.913592784662285	34.918999022989226	34.87565037816847	34.889617972064855	34.84373668743558	34.86431904592092	34.8193350657574	34.84412941236758	34.80353743813873	34.829923097713674	34.79699393297	34.82238321192574	34.79988779899378	34.82196639015905	34.81193641149048	34.82887151158883	34.83241751980745
16.0 [s]	0.26666666666666666	3.709656679353937	35.002240975296615	34.980857436499434	34.97209998453599	34.94320281092024	34.94293329487476	34.90832983137642	34.91583808700386	34.87789947228407	34.891857365442206	34.853338370160884	34.87194638483396	34.83576739928532	34.856938698188515	34.82594807563021	34.847512637231716	34.824249556409654	34.84415944404128	34.83063766212092	34.8471546506301	34.84468594599059	34.856534593689446
17.0 [s]	0.2833333333333333	3.2118659499447944	35.00034086784444	34.98820592453393	34.967759156039165	34.96155618834899	34.93673342074925	34.936353614131235	34.90872078212942	34.91358788129912	34.88502364421868	34.894171548483484	34.86672538344857	34.87890706583744	34.854638377513425	34.868455453875015	34.8492670731934	34.8633076993263	34.85078784624295	34.86376010262683	34.85904637177242	34.86989494334529	34.87357217152913
18.0 [s]	0.3	2.800168727596011	35.001201979158566	34.98701364275024	34.97646546854281	34.960412634590114	34.952682452922375	34.93561706383201	34.93083635427092	34.91374342911024	34.911836715769994	34.89576985914658	34.896483074347486	34.8824910305313	34.885432418810296	34.87448232159721	34.87917145705734	34.87207488089382	34.877994828407736	34.87534269000918	34.8819902663958	34.884102055007475	34.89103153758339
19.0 [s]	0.31666666666666665	2.4267515096659036	35.00010902766769	34.99153275355377	34.974889420346074	34.97195005508377	34.95091160835193	34.953371523879525	34.92932363552069	34.93650329079162	34.91114664193435	34.922004901580806	34.89722299994173	34.91046707059155	34.888174947780726	34.902389412378454	34.88437594547247	34.89815882073589	34.88593614342511	34.89802942931675	34.89270244654341	34.90210531275574	34.90427274117127
20.0 [s]	0.3333333333333333	2.1166483600805885	35.000893499855465	34.99022870841554	34.982133989350416	34.97017715293913	34.96410195986158	34.951481280726796	34.94754557760814	34.93498083653071	34.9331561468062	34.92141215737098	34.921540467562636	34.91137436558222	34.91319602249257	34.90530241248956	34.90848993599565	34.90344822926386	34.90764257213834	34.90587080186879	34.91071652567126	34.91243551198818	34.9176116123034
21.0 [s]	0.35	1.83313847701835	34.99992175065438	34.99408397272879	34.98021987854793	34.979889192314204	34.96152760316539	34.9663564388332	34.94476309030688	34.95397409595853	34.930737813816904	34.94320798386758	34.92011383726151	34.93448745077791	34.91337029799456	34.9281900655468	34.91078097475679	34.92462528198422	34.912404059261064	34.924017780542556	34.9180844297901	34.926491497906	34.9274679024623
22.0 [s]	0.36666666666666664	1.6014627294725652	35.000842156158456	34.992110562326445	34.98732225203855	34.9763212786433	34.97427877717746	34.961657562511334	34.96222512904524	34.94880135183075	34.951642880248016	34.93834328161955	34.94296452426056	34.93075410776055	34.936557044997926	34.926362743549134	34.9327068171782	34.92534199981827	34.93160642060059	34.92770264727494	34.93334400869526	34.933295920596265	34.93789589511107
23.0 [s]	0.38333333333333336	1.3872410322485205	35.00011936679073	34.99498933676608	34.98593392489579	34.9835827728881	34.97243296834847	34.97278453696504	34.96025470733821	34.963014290652495	34.94996864895103	34.95466057733012	34.942047204205494	34.94806707453756	34.93684284410432	34.943519324606484	34.934572005457255	34.94123237448065	34.93530651685717	34.94133985923611	34.93897284495472	34.943885144300964	34.945358984166205
24.0 [s]	0.4	1.2098382588839938	35.00054519990766	34.99431188481071	34.98996239926379	34.98272247759559	34.97978007302021	34.97192869940369	34.970414942876516	34.962420213817325	34.962253549915204	34.954624863199456	34.95563721303404	34.94888872180911	34.95084833129221	34.94546036163712	34.9480985268292	34.94448007839384	34.94751910850164	34.94597454483744	34.949154302054524	34.94985705808989	34.95295763605401
25.0 [s]	0.4166666666666667	1.0479641712195449	35.00000674612113	34.99646413868305	34.988952322794546	34.988157769766985	34.97845215069839	34.98026081790266	34.9690148165833	34.9730669222069	34.96109138047564	34.96685277221047	34.95505208747642	34.96186922707841	34.95116793283256	34.9583320783658	34.94959809155591	34.95641271165795	34.9503838308529	34.956229070712766	34.95344909729897	34.95783745862519	34.95860754241011
26.0 [s]	0.43333333333333335	0.914689988927554	35.00042782352324	34.99565284820761	34.99249012547739	34.98683261019261	34.984848248045694	34.978623299116805	34.97781230051697	34.97139950630884	34.971670626538526	34.965487853666446	34.96667877590693	34.96115163069226	34.96304936874907	34.95857875115291	34.96094320812176	34.95787360763728	34.960461997268794	34.959053177274086	34.96164300511322	34.96204749150121	34.96445599345935
27.0 [s]	0.45	0.7925684976099582	35.00005009770911	34.997191392388004	34.991872148138896	34.99074190116562	34.98409333715051	34.984629094306456	34.97708404132089	34.97908766632935	34.971174162523255	34.974335954234505	34.96663650639442	34.97056840908925	34.963673474866994	34.96794818531498	34.96240778145375	34.96660007870884	34.96287763733358	34.96660411856385	34.96503657215413	34.96799018039718	34.96875776617071
28.0 [s]	0.4666666666666667	0.6917761858131032	35.000363061077735	34.99659422989146	34.99451997110498	34.98977653182749	34.98888301784842	34.983444616499526	34.98367421308495	34.97789286161151	34.97910176946425	34.97337625943811	34.97535263009013	34.97009808514002	34.97258536009957	34.96820041567338	34.970923620219935	34.967757969925174	34.9704504745672	34.96877553733833	34.9712038090085	34.97118904729024	34.9731731458661
29.0 [s]	0.48333333333333334	0.5991712318941104	35.00004315792552	34.99786094366959	34.99388215851786	34.99296555467788	34.98802055133825	34.988327872537695	34.98273666283711	34.98412680603417	34.9782785767635	34.98052848187575	34.97485168472332	34.9776804578396	34.97260870033472	34.9757060704373	34.97164266615931	34.97469909622242	34.97198328983524	34.97471895760475	34.97359673554473	34.97578674582127	34.9763887840557
30.0 [s]	0.5	0.5226728574953299	35.0002433280892	34.99751936425605	34.995702930633115	34.99248354982069	34.99133208357625	34.98779615049733	34.98730835551288	34.98367089831589	34.98379679976057	34.98029420327913	34.980943627070815	34.977816394948604	34.97887039745291	34.976344851245585	34.97766893600476	34.975939343964455	34.97739717682123	34.97660980286037	34.97807613082682	34.9783165637694	34.979688155261385
31.0 [s]	0.5166666666666667	0.4525794173696598	34.99999077196031	34.99850928593304	34.99516750055676	34.99496725517696	34.99058900585459	34.991594745172335	34.98647878495291	34.98851516732782	34.98303467110878	34.98584556659398	34.98041850822051	34.98369300485808	34.97874801769365	34.9821506860726	34.97809130961804	34.98129392318941	34.978464310558365	34.98117612118705	34.97983118577554	34.98182501718918	34.982107638818945
32.0 [s]	0.5333333333333333	0.3960335064204291	35.00029472515456	34.997790609728895	34.99730189483847	34.99356425416977	34.99438837957081	34.98966821676652	34.991653731165115	34.98629538337457	34.98919545798327	34.983609260918	34.98710666255289	34.981735350302074	34.985473198030604	34.98075489888714	34.98437036102257	34.98070137513997	34.98385922742614	34.981559818666824	34.9839828257264	34.98326902273044	34.98476241839529
33.0 [s]	0.55	0.3422305524216631	35.00000651215589	34.998832441396814	34.9964139595495	34.99610383469587	34.99300049351518	34.99351152382667	34.98993084054291	34.99115261229508	34.987351229954925	34.989118328595225	34.985381883193156	34.98749104801243	34.984111054059724	34.98634123523357	34.98359094481623	34.985724394803356	34.983835698190205	34.985678161250405	34.98482152975805	34.98621969980974	34.9864889287968
34.0 [s]	0.5666666666666667	0.29881801458746887	35.00015676566949	34.99852904215584	34.99763254217811	34.995584321303966	34.9951973911771	34.99284940309951	34.99294723437157	34.990451430274845	34.99097202803512	34.98850053704757	34.98935253450213	34.98708452332011	34.988157250604104	34.98626475975516	34.987439588166126	34.98607352697758	34.98723541556558	34.9865129043514	34.98756107968086	34.987555230957014	34.98841203158764
35.0 [s]	0.5833333333333334	0.25880913558283114	35.00001777680001	34.99907863566506	34.99735304942749	34.99696732105002	34.994818030561646	34.994966803265186	34.992533218236645	34.993154119503515	34.99060598848109	34.991600853436864	34.98912519858703	34.99037065110895	34.98815686144229	34.98951678754264	34.98774112059408	34.989079860709694	34.987890671743	34.98908571258414	34.988590684786345	34.98954369576762	34.98980018786182
36.0 [s]	0.6	0.22578473805099775	35.00010663769825	34.998923860395166	34.99815145011712	34.99674281492912	34.99626882759338	34.99471319552953	34.99453499438658	34.992927758508586	34.99302087080247	34.991467337424126	34.991789373379106	34.99039703202715	34.99089292728951	34.989763225609124	34.9903712775789	34.989591574373435	34.99024968673183	34.9898860560379	34.99053760380423	34.990629104661764	34.99122788377076
37.0 [s]	0.6166666666666667	0.19509353672173355	34.99994830073416	34.99950001757048	34.997675624685996	34.99815075190031	34.995529722833	34.99684588282287	34.99362207227466	34.995625230658675	34.9920498696527	34.99452962323028	34.99089052833915	34.9936001976514	34.99019749891579	34.99287718018053	34.98999766733289	34.992398147087215	34.990290468874775	34.9921958415502	34.99104873156307	34.99229569047037	34.99222113973735
38.0 [s]	0.6333333333333333	0.17102555338175868	35.000122180870505	34.999061112425295	34.9988090763369	34.99725494076546	34.997532494176994	34.99558835433737	34.99633704200858	34.994143222104015	34.995266101280095	34.992989126287625	34.994360694718125	34.992179728659664	34.99365818639717	34.991750120615905	34.9931908283595	34.991715300705096	34.992984202063724	34.99206984576125	34.9930556365029	34.99278876138567	34.993412713582245
39.0 [s]	0.65	0.14782911599336535	35.000002951783756	34.99949525106206	34.99845168211675	34.99831609376707	34.99697770913883	34.997195894407525	34.995652144338806	34.99617663680971	34.99453811840772	34.99529775600462	34.99368753992587	34.99459484923443	34.993138522918116	34.994098353961476	34.99291362345406	34.99383223059749	34.99301897164753	34.99381270689594	34.99344432695921	34.994047157720956	34.99416402591157
40.0 [s]	0.6666666666666666	0.12906609551228287	35.00006658846257	34.99936801561199	34.99897176931864	34.99810030298761	34.99791592290342	34.9969225347657	34.996940836227395	34.995889312337624	34.99608564392787	34.99504797887306	34.99538540902944	34.99443633920458	34.99486978040176	34.9940809017117	34.99456176940089	34.99399572905054	34.994476693262584	34.99418194759022	34.99462133632187	34.99462792626912	34.994993380950746
41.0 [s]	0.6833333333333333	0.11180887972384876	35.0000095155321	34.99959647363784	34.99886576158076	34.99867752795859	34.997777226068024	34.99780755144866	34.99679538392735	34.99702034000768	34.995966164883896	34.99634718913768	34.99532766241788	34.99581578764196	34.99490829090513	34.99544914903856	34.99472548786713	34.99526461534896	34.99478502347671	34.99527297634853	34.99508094146387	34.99547775392625	34.99559611703103
42.0 [s]	0.7	0.09748559879371688	35.000040969427516	34.9995505233735	34.999176220401466	34.998627707045955	34.998345062263525	34.99776722249186	34.99758201479722	34.99700769640344	34.99691896566418	34.99638300646342	34.99638389290158	34.99592072736749	34.99599971925784	34.99564089087562	34.99578334209855	34.995555117632364	34.99574487886622	34.99566615839842	34.995887162778274	34.99596786059766	34.99620551646865
43.0 [s]	0.7166666666666667	0.08429187185561751	34.999980136380145	34.99977658665091	34.99900823591685	34.99918442007163	34.99809000778595	34.99861292211426	34.99727283247341	34.99807999107003	34.99659808717308	34.997603766009036	34.99609882273887	34.99720228048079	34.995797992782286	34.996892911997236	34.99570734173875	34.996691630655846	34.99582701050946	34.99661207932286	34.99614586659635	34.99666454546622	34.9966425145725
44.0 [s]	0.7333333333333333	0.07385388989442822	35.000050278116646	34.9996019821545	34.999473171271404	34.99883126553107	34.99891294215587	34.99811933370273	34.99838964126724	34.99750084399176	34.99792262215567	34.997005343154115	34.99752999761438	34.996655743022984	34.997228043275584	34.99646719961595	34.99703055772807	34.99644645565559	34.996948201082205	34.996591675064224	34.99698784629004	34.996892765357245	34.99715198791273
45.0 [s]	0.75	0.06386320033047217	35.0000022424212	34.99977905470166	34.9993360048536	34.99926605139922	34.99870272927717	34.99877909970951	34.99813282974429	34.99833660816637	34.997653337725296	34.99795580813429	34.99728652314354	34.99765217949931	34.997048796704235	34.997438870431495	34.99694995287001	34.99732612832702	34.99699279036628	34.99732076653282	34.99717312267654	34.99742569788771	34.99748016637352
46.0 [s]	0.7666666666666667	0.05574346465854793	35.00002794623492	34.99972947745056	34.999551797597064	34.99918498085742	34.99909284356943	34.99867884245805	34.998669389877364	34.998234416561786	34.998298541841336	34.99787198658504	34.99799557347836	34.99760779493812	34.997773336177374	34.99745329136715	34.99764172631279	34.99741463657551	34.99760723269594	34.99749248265874	34.99767258558222	34.997682035659636	34.99783652864551
47.0 [s]	0.7833333333333333	0.04830602305149108	35.000005301807505	34.9998221017762	34.999515981149614	34.99942064852189	34.99904998680779	34.999041067601524	34.99862918054447	34.9986982940905	34.9982731086219	34.99840608915696	34.99799803821429	34.998176540610416	34.997816178017445	34.99801958999353	34.997735123448365	34.997942602192666	34.99775755276738	34.99794999618683	34.997881185050744	34.998042957385735	34.99809899526343
48.0 [s]	0.8	0.04212057502171755	35.00001907079917	34.99980170315098	34.999650990515306	34.99939788701539	34.99929681401841	34.99902182542337	34.99897102213805	34.99869059167952	34.99868705073533	34.99841909952568	34.99845676890061	34.998219407012016	34.99829000326662	34.998100167834764	34.99819412562374	34.99806625623887	34.99817372051541	34.99811858175508	34.998230348375046	34.99825409949398	34.9983624178592
49.0 [s]	0.8166666666666667	0.03641453897160353	34.999991963276386	34.99990185719173	34.99957430471437	34.99964401194745	34.999179590401866	34.99939542290156	34.998828116343475	34.99916397487726	34.99853762178623	34.99895761389888	34.99832229764547	34.99878418776501	34.99819202914762	34.998651203083966	34.99815191815776	34.99856550068205	34.998202110274235	34.99853286339106	34.99833792990597	34.99855758171719	34.998550304927335
50.0 [s]	0.8333333333333334	0.03189200084128704	35.00002061421969	34.99983140468396	34.99976695578414	34.9995026726794	34.99952107433563	34.999198666105656	34.999291976144264	34.998934043295264	34.99908829254559	34.9987213419663	34.99891802092702	34.99857034075683	34.99878825169952	34.99848758554441	34.99870488655898	34.99847610551643	34.99867235798365	34.998535331319886	34.99869336432397	34.99866121445166	34.99876863843184
51.0 [s]	0.85	0.027593194099553617	35.00000185259978	34.9999018958074	34.99971757652105	34.99967695519308	34.99944714861573	34.99946380174356	34.9992034295808	34.99927063695458	34.998997878182934	34.99910508421834	34.99883997492657	34.998973924740085	34.99873676025743	34.99888283849833	34.998692511841625	34.99883615838513	34.99870857647437	34.998836648157635	34.99878336236981	34.998885316869746	34.99891248766846
52.0 [s]	0.8666666666666667	0.024073687822088765	35.00001150577663	34.999884853920264	34.99980358960988	34.99965180070262	34.999603350114114	34.999434974586165	34.999418871531475	34.99924430359175	34.999257681713516	34.999088433809106	34.999126467243684	34.99897432059754	34.99903081011456	34.99890690928419	34.99897495502546	34.998888920788374	34.99896161657108	34.998920751469825	34.99899183546722	34.9990004899654	34.99906489236349
53.0 [s]	0.8833333333333333	0.02085909168729285	35.000001488396606	34.99992557532528	34.99978694623002	34.99975520413716	34.999582833437785	34.999593796305476	34.99939884419291	34.99944757640765	34.999243618805565	34.99932232508945	34.9991243099812	34.999223177845295	34.99904623496627	34.99915442836715	34.99901263202133	34.999119342688005	34.99902453294203	34.9991199921559	34.99908075601235	34.99915711474296	34.999178016351436
54.0 [s]	0.9	0.018195684087512286	35.000008436769406	34.99991374486393	34.999850233946574	34.99973856197346	34.99969794907605	34.99957548800148	34.99955777484189	34.99943195407087	34.99943546588287	34.99931444279514	34.99933611774969	34.99922818397931	34.99926396421131	34.999176915730686	34.999222200088866	34.99916272242319	34.99921283673439	34.99918595654282	34.999236596959975	34.999245246719966	34.99929285555987
55.0 [s]	0.9166666666666666	0.015733098496913064	34.99999698285819	34.99995623660283	34.99981837684544	34.99984313928172	34.999649481277515	34.99973431470397	34.99949892082037	34.99963329716496	34.99937424616405	34.99954361161309	34.99928151563705	34.9994686965573	34.99922497440991	34.99941179479845	34.999206850362555	34.99937581319341	34.9992272772555	34.99936315750432	34.99928434678327	34.99937555297072	34.999374282119675
56.0 [s]	0.9333333333333333	0.013771967496741571	35.00000845172008	34.999928540545454	34.99989708873596	34.999788258984665	34.999789284619	34.999658384115435	34.99968907131239	34.99954511966507	34.99960028850131	34.99945378900486	34.999526461842436	34.999388567560516	34.99947067870795	34.99935228250911	34.999435464298415	34.99934629016377	34.99942266261354	34.99937043636868	34.99943332829497	34.99942309992042	34.99946763653372
57.0 [s]	0.95	0.011922002377479583	35.000001170286964	34.99995650750412	34.999879844738814	34.99985794257873	34.99976433773588	34.999764692726956	34.99966008863237	34.99968040520554	34.99957195599319	34.99960844841371	34.99950397673268	34.99955179112055	34.99945917180827	34.99951288705415	34.99943940861192	34.999493568679156	34.999445326618115	34.999494954757495	34.999476328927074	34.999517376855636	34.999530638361875
58.0 [s]	0.9666666666666667	0.010389096656667611	35.00000383333668	34.999953691361554	34.999909516044056	34.999857329165366	34.99981901590394	34.99976728951549	34.99973618068674	34.9996875395143	34.99966454173108	34.99962158204704	34.999607166055796	34.99957229978406	34.999566526745014	34.999541828064764	34.99954439693238	34.99953146236828	34.99954177187652	34.99954160438182	34.999558822602125	34.99957174880723	34.999594883402665
59.0 [s]	0.9833333333333333	0.009010500559705934	35.000000691322214	34.999967706200096	34.999908211722186	34.99989393093034	34.99982021575079	34.999824056638204	34.999740875659654	34.999760785718706	34.99967391172487	34.99970662499783	34.999622405948685	34.999663797938126	34.99958865247987	34.99963415923503	34.999574052656556	34.999619114533175	34.99957905971297	34.999619548734074	34.99960317506566	34.99963576696001	34.99964499492427
60.0 [s]	1.0	0.007859815633008648	35.00000366597328	34.99996267657883	34.99993541628487	34.99988692403764	34.999869713288035	34.99981641506628	34.99980922512236	34.99975436567888	34.99975643216635	34.999703580470566	34.99971353203205	34.999666320782126	34.99968235231495	34.99964420130533	34.99966427417132	34.9996381200902	34.99966016979033	34.99964822498987	34.99967035670778	34.99967391752159	34.999694571642806
61.0 [s]	1.0166666666666666	0.006797498534675876	34.99999888495512	34.99998052861042	34.99992248247173	34.99993096326591	34.999850191423945	34.999883357257886	34.9997856783275	34.99983929043435	34.999732158394124	34.99980032378261	34.999692218923144	34.999767962720625	34.99966768336077	34.999743608109156	34.99965952403596	34.99972849566461	34.99966782808639	34.99972362639011	34.9996918173361	34.999729692459596	34.999729919163485
62.0 [s]	1.0333333333333334	0.0059476569244403645	35.00000351384182	34.9999695459976	34.999954867674546	34.99990946981859	34.999907819123734	34.99985380610667	34.999864152636405	34.999805195868305	34.99982556044898	34.99976591061994	34.99979358699693	34.99973773928167	34.99976957333149	34.99972190295745	34.999754602943426	34.999719001980054	34.99974945099467	34.99972899751839	34.99975453949537	34.99975122786884	34.99976990136702
63.0 [s]	1.05	0.005157333064485018	35.0000014129202	34.999978475999285	34.99995260517608	34.999932463685695	34.99990591060845	34.99988929550699	34.99986339471019	34.999850803422135	34.99982693285614	34.99981862747251	34.99979812608939	34.999794147180694	34.999778229862784	34.99977842307089	34.99976809898976	34.99977215073011	34.9997681512487	34.999775629398414	34.999778351159875	34.99978874656358	34.99979821447238
64.0 [s]	1.0666666666666667	0.004488103938407691	35.000001718955275	34.99997980648243	34.99996122900302	34.999937943620296	34.99992236002663	34.99989884993812	34.999886754307	34.99986425687814	34.99985592166968	34.999835690390796	34.99983117698429	34.99981440240771	34.99981358505937	34.9998013153334	34.99980391515368	34.99979698207369	34.99980260701983	34.99980156333237	34.99980975000392	34.99981482304952	34.99982507627419
65.0 [s]	1.0833333333333333	0.0038914227600097594	35.000000219338574	34.999986289843946	34.99995995832194	34.99995472289021	34.99992166897022	34.99992479306303	34.99988717830513	34.99989764525105	34.99985811280902	34.99987434611057	34.99983581622166	34.99985584757803	34.999821283821575	34.999842950734205	34.999815116706486	34.99983627112999	34.99981749828322	34.99983620707479	34.99982819376169	34.99984291270857	34.99984657201327
66.0 [s]	1.1	0.003395504446324781	35.00000163767214	34.99998371477159	34.999972371976355	34.99995078831233	34.99994418244472	34.99992015953626	34.999918204629864	34.999893232911006	34.999895496606825	34.9998712309266	34.999876999118385	34.99985513616855	34.99986349864366	34.999845646141125	34.9998555946496	34.99984314303123	34.99985367232637	34.99984767972228	34.999857882103186	34.99985898243716	34.999868127168384
67.0 [s]	1.1166666666666667	0.002935525421062386	34.9999994402383	34.99999182498692	34.999966128342635	34.9999707111225	34.99993462683102	34.999950396393274	34.99990654390854	34.99993154113116	34.99988328760935	34.99991480367379	34.999865987803105	34.99990082592251	34.99985543638513	34.99989021292447	34.99985204920432	34.99988350670765	34.99985585171305	34.99988115549627	34.99986648863586	34.999883480290464	34.999883256280384
68.0 [s]	1.1333333333333333	0.0025653795196660576	35.000001075709235	34.999988179059756	34.999978309600124	34.99996390373707	34.999956428535256	34.99994126725369	34.999936341691864	34.99992128541322	34.99991888881732	34.99990484923609	34.999904806556685	34.99989268410906	34.99989469827	34.999885317178666	34.99988900849149	34.99988305450421	34.99988800308478	34.9998859689623	34.999891756006264	34.99989389932307	34.999900143401305
